Live,"leben$überleben$wohnen$leben$den Lebensunterhalt bestreiten mit$",0
Chief,"Haupt-…$",0
Form,"die Form, die Gestalt$die Art$das Formular$die Formalität$die Klasse$",0
Stand,"stehen$(auf)stehen$stehen$gelten$stehen$",0
Light,"das Licht$das Licht$das Feuer$das Licht$leicht$",0
Room,"das Zimmer$der Platz$die Gelegenheit$",0
Happen,"geschehen$passieren$zufällig geschehen$",0
Warm,"warm$warm$warm$erhitzend, erwärmend$warm$",0
Level,"das Niveau$das Stockwerk$die Wasserwaage$ebene Fläche$",0
Carry,"tragen$reichen; übertragen$tragen$mit sich bringen$durchsetzen$",0
Fresh,"frisch$neu$frisch$nicht salzig, süß-…$frisch$",0
Car,"das Auto$der Waggon$der Eisenbahnwagen$",0
Talk,"reden$reden über$das Gespräch$",0
Cheap,"billig$minderwertig$",0
Council,"der Rat$der Rat$",0
Appear,"erscheinen$erscheinen$erscheinen$scheinen$",0
United,"vereinigt$vereint$gemeinsam$",0
Policy,"die Politik$die Police$",0
Produce,"hervorholen$erzeugen$bewirken$produzieren$produzieren$",0
Strange,"fremd$seltsam$",0
Market,"der Markt$der Absatzmarkt$",0
Sit,"sich setzen$liegen$angehören$sitzen$sich unterziehen$",0
Soft,"weich$weich$sanft$gedämpft$mild$",0
Court,"das Gericht$das Gericht$der Platz$der Hof$die Residenz$",0
Offer,"(an)bieten$anbieten$",0
Quiet,"ruhig$ruhig$ruhig$unauffällig$",0
Effect,"die Wirkung$die Wirkung$",0
Consider,"nachdenken über$in Betracht ziehen$Rücksicht nehmen auf$betrachten als$",0
Quick,"schnell$schnell$schnell$",0
Result,"das Resultat$das Ergebnis$das Ergebnis$das Ergebnis$",0
Expect,"erwarten$’rechnen auf$erwarten$annehmen$",0
Broad,"breit$breit$allgemein$",0
Idea,"die Vorstellung$die Meinung$die Idee$",0
Suggest,"vorschlagen$andeuten$",0
Very,"sehr$aller-, ganz$",0
Let,"lassen$lassen$lassen$vermieten$",0
Lovely,"reizend$herrlich$",0
Study,"studieren$studieren$",0
Read,"lesen$lesen$vorlesen$lesen$studieren$",0
Joint,"die Verbindungsstelle$das Gelenk$das Bratenstück$",0
Job,"die Arbeit$die Aufgabe$",0
Require,"brauchen$verlangen$",0
Bright,"hell$leuchtend$fröhlich$gescheit$",0
Name,"der Name$der Ruf$",0
Continue,"fortfahren$fortsetzen$",0
Average,"der Durchschnitt$",0
Body,"der Körper$die Leiche$der Hauptteil$die Masse$die Körperschaft$",0
Lose,"verlieren$verlieren$verlieren$verlieren$verlieren$",0
Inc,"",0
Report,"der Bericht$das Gerücht$der Knall$",0
Add,"hinzufügen$addieren$hinzufügen$vergrÖßern$",0
Unlikely,"unwahrscheinlich$",0
Line,"die Leine$die Linie$die Konturen (pl.)$die Falte$die Reihe$",0
Dry,"trocken$trocken$trocken$trocken$",0
Law,"das Recht$das Gesetz$das Gesetz$",0
Fall,"fallen$fallen$fallen$stattfinden$fallen$",0
Thin,"dünn$dünn$dünn$licht$fadenscheinig$",0
Face,"das Gesicht$die Oberfläche$die Wand$",0
Remain,"übrigbleiben$bleiben$bleiben$",0
Slow,"langsam$nachgehen$schwerfällig$",0
Friend,"der/die Freund/-in$der/die Freund/-in$",0
Remember,"sich erinnern an$bedenken$grüßen$",0
Tiny,"winzig$",0
Authority,"die Befugnis; die Vollmacht$die Autorität$die Obrigkeit$die Autorität$",0
Buy,"kaufen$",0
Wild,"wild$verwildert$wild$wild$verrückt$",0
Road,"die Straße; Straßen-…$die Straße$der Weg$der Weg$",0
Speak,"sprechen$reden$sprechen$aussprechen$eine Rede halten$",0
Empty,"leer$leer$leer$leer$",0
Minister,"der/die Minister(in)$der Geistliche$",0
Stop,"anhalten$zurückhalten$aufhören$verstopfen$greifen$",0
Alone,"allein$nur$",0
Rate,"die Rate$die Quote$die Geschwindigkeit$der Satz$die Kommunalsteuer$",0
Send,"schicken$senden$machen$",0
Narrow,"schmal$knapp$beschränkt$",0
Door,"die Tür$das Tor$",0
Receive,"erhalten$empfangen$aufnehmen$in Empfang nehmen$Hehlerei betreiben$",0
Bloody,"blutbefleckt$blutig$blutig$verdammt$",0
Hour,"die Stunde$die Stunde$",0
Decide,"entscheiden$entscheiden$",0
Busy,"beschäftigt$belebt$besetzt$",0
Office,"das Büro, Büro-…$das Büro$das Amt, der Schalter$das Amt$",0
Win,"gewinnen$gewinnen$gewinnen$",0
Tall,"groß$groß$",0
Understand,"verstehen$sich verstehen auf$annehmen$",0
Clean,"sauber$reinlich$frisch$anständig$glatt$",0
War,"der Krieg, Kriegs-…$",0
Describe,"beschreiben$bezeichnen$",0
Thick,"dick$dick$dickflüssig$dicht$dicht$",0
Mother,"die Mutter; Mutter-…$Mutter$",0
Develop,"(sich) entwickeln$(sich) entwickeln$(sich) entwickeln$entwickeln$",0
Fast,"(wasch-)echt$fest$fasten$schnell$schnell$",0
Person,"die Person$der Körper$",0
Agree,"übereinstimmen$zustimmen$bekommen$sich vertragen$",0
Rare,"selten$halbgar$",0
Reason,"der Grund$die Vernunft$",0
Open,"offen$offen$geöffnet$offen$offen$",0
Grand,"großartig$erhaben$fabelhaft$bedeutend$",0
View,"die (An)Sicht$die Ansicht$die Besichtigung$",0
Reach,"erreichen$erreichen$greifen$erreichen$reichen$",0
Brief,"kurz$",0
Term,"die Zeitdauer$das Semester$der Ausdruck$",0
Build,"bauen$",0
Grey,"grau$grau$",0
Period,"die Zeitspanne$das Zeitalter$), put at the end of a sentence; a full stop.der Punkt$",0
Involve,"einschließen$verwickeln$",0
Funny,"komisch$merkwürdig$",0
Centre,"der Mittelpunkt$das Zentrum$der Mittelpunkt$",0
Spend,"ausgeben$verbringen$",0
Severe,"schlimm$streng, scharf$schlicht$",0
Figure,"die Gestalt, die Figur$die Figur$die Zahl, …-stellig$die Abbildung$",0
Return,"zurückkehren$zurückstellen, -geben$zurückkommen$zurückgeben$wählen$",0
Vast,"unermeßlich$",0
Society,"die Gesellschaft$die Gesellschaft$der Verein$die Gesellschaft$die Gesellschaft$",0
Draw,"zeichnen$ziehen$sich entfernen, sich nähern$unentschieden spielen$in Anspruch nehmen$",0
Ill,"krank$nachteilig$schlecht$schlecht…$",0
Police,"die Polizei; Polizei-…$",0
Die,"sterben$verschwinden$sehnen$der Prägstempel$",0
Weak,"schwach$schwach$dünn$schwach$schwach$",0
City,"die (Groß-)Stadt$die (Groß-)Stadt$",0
Hope,"hoffen$",0
Brown,"braun$braun$",0
Create,"(er-)schaffen$ernennen zu$",0
Sick,"Brechreiz verspüren$krank$leid$enttäuscht$schlecht$",0
Community,"die Gemeinschaft$das Gemeinwesen$",0
Walk,"gehen (mit)$wandern$entlanggehen$",0
Near,"nahe$nahe$",0
Million,"die Million$die Million$die Million$",0
Sell,"verkaufen$verkaufen$sich verkaufen$einen guten Absatz sichern$",0
Angry,"zornig$böse$",0
Kind,"freundlich$die Art$",0
Wait,"warten$darauf warten, daß$bedienen$",0
Well,"der Brunnen$das (Treppen-)Haus$gesund$in Ordnung$wohl…$",0
Price,"der Preis$der Preis$",0
Cause,"die Ursache$der Grund$die Angelegenheit$",0
Guilty,"schuldig, schuldbewußt$",0
Control,"die Kontrolle$die Kontrolle$die Regulierung$die Kontrolle$",0
Pass,"vorbeigehen$weitergeben$übersteigen$überholen$verbringen$",0
Lucky,"Glück haben$glückbringend$",0
Action,"das Handeln$die Bewegung$Klage$die Handlung$das Gefecht$",0
Lie,"die Lüge$liegen$liegen$sich befinden$bestehen$",0
Tough,"hart$zäh$robust$übel$schwierig$",0
Cost,"kosten$kalkulieren$",0
Accept,"annehmen$akzeptieren$",0
Glad,"froh$",0
Issue,"(her)ausgeben$herauskommen$",0
Watch,"die Uhr$die Wache$die Wache$",0
Yellow,"gelb, das Gelb$",0
Process,"das Verfahren$der Prozeß$der Vorgang$",0
Raise,"heben$erhöhen$züchten$großziehen$vorbringen$",0
Net,"Netto-…$Rein-…$das Netz, Netz-…$",0
Position,"die Stellung$die Lage$die Stellung$die Haltung$",0
Base,"die Basis, das Unterteil$die Grundlage$der Ausgangspunkt$niederträchtig$",0
Dear,"teuer$lieb$teuer$Liebe/r$Ach, du liebe Zeit!$",0
Course,"der Kurs$der Gang$feste Bahn$der Weg$der Lauf$",0
Apply,"auftragen$anwenden$sich bewerben (um)$zutreffen$gelten$",0
Healthy,"gesund$heilsam$gesund$heilsam$",0
Minute,"winzig$sorgfältig$die Minute$die Minute$die Minute$",0
Break,"brechen$abbrechen$vernichten$brechen$(einen Rekord etc.) brechen$",0
Slight,"leicht$schwach$",0
Education,"die Erziehung, die Ausbildung$",0
Explain,"erklären, erläutern$erklären$",0
Friendly,"freundlich$",0
Type,"die Drucktype$die Schrift$die Art$",0
Learn,"lernen$erfahren$",0
Flat,"flach$langweilig$glatt$platt$fade$",0
Research,"die Forschung; Forschungs-…$",0
Increase,"zunehmen$",0
Keen,"eifrig, scharf$scharf$scharf$",0
Subject,"abhängig$",0
Cover,"bedecken$decken$zurücklegen$sich erstrecken über$decken$",0
Pale,"blaß$blaß$",0
Programme,"das Programm$der Plan$das Programm$",0
Grow,"wachsen$wachsen$wachsen lassen$sich entwickeln$werden$",0
Wet,"naß$regnerisch$",0
Girl,"das Mädchen$das Mädchen$",0
Claim,"behaupten$fordern$beanspruchen$",0
Firm,"fest$entschlossen$die Firma$",0
Moment,"der Moment$der Augenblick$",0
Sad,"traurig$",0
Age,"das Alter$das Zeitalter$das Alter$die Ewigkeit(en)$",0
Support,"tragen$unterstützen$erhärten$unterhalten$",0
Pure,"pur$rein$völlig$rein$",0
Father,"der Vater$der Pater$der Urheber$",0
Cut,"schneiden$aus-, abschneiden$schneiden$schneiden$kürzen$",0
Sweet,"süß$frisch$süß$süß$süß$",0
Force,"die Kraft$die Kraft$die Truppe$",0
Rough,"rauh$uneben$rauh, hart$roh$rauh$",0
Order,"die Anordnung$der Auftrag$die Bestellung$ordentlicher Zustand$die Ordnung$",0
Stay,"bleiben$bleiben$",0
Absolute,"absolut$",0
Value,"der Wert$der Wert$der Wert$die Qualitätsware$der Notenwert$",0
Contain,"enthalten$zügeln$",0
Mere,"bloß, rein$",0
Act,"handeln$sich verhalten$spielen$",0
Reduce,"herabsetzen$abnehmen$verwandeln, zwingen$",0
Spanish,"",0
Matter,"die Materie$die Angelegenheit$der Eiter$",0
Establish,"sich niederlassen$gründen$feststellen$",0
Cool,"kühl$kühl$kühl$cool$",0
Health,"die Gesundheit$der Gesundheitszustand$",0
Join,"verbinden$verbinden$sich anschließen an$treffen$treffen$",0
Fit,"in Form$passend$der Anfall$der Ausbruch$",0
Lot,"das Los$der Anteil$der Posten$",0
Wish,"wünschen$wollen$wünschen$",0
Extreme,"äußerst$äußerst$extrem$",0
Decision,"die Entscheidung$",0
Achieve,"erreichen$",0
Proud,"stolz$hochmütig$stolz$prächtig$",0
Street,"die Straße$die Straße$",0
Seek,"suchen$trachten$",0
Mad,"verrückt$sauer$verrückt sein$",0
Industry,"die Industrie$der Fleiß$",0
Choose,"wählen$vorziehen$",0
Straight,"gerade, glatt$ehrlich$ordentlich$ordentlich$pur$",0
Patient,"geduldig$",0
Deal,"der Handel$das Geben$",0
Pink,"rosa$rosafarben$",0
Class,"die Gruppe$die Schicht$der Rang$die Klasse$die Unterrichtsstunde$",0
Smooth,"glatt$glatt$ruhig$glatt$glatt$",0
Mind,"der Verstand$",0
Fail,"versagen, versäumen$versagen$verlassen$durchfallen (lassen)$im Stich lassen$",0
Remote,"abgelegen$entfernt$vage$",0
Church,"die Kirche$die Kirche$",0
Serve,"servieren$dienen$dienen$dienen$absitzen$",0
Pretty,"hübsch$schön$",0
Condition,"der Zustand$die Bedingung$",0
Holy,"heilig$heilig$",0
Paper,"das Papier, Papier-…$das Papier$die Zeitung$die Prüfungsarbeit$die Papiere (pl.)$",0
Kill,"töten$",0
Honest,"ehrlich$ehrlich$rechtschaffen$",0
Bank,"das Ufer$der Erdwall$die (Sand-)Bank$die Bank$die Bank$",0
Occur,"sich ereignen$einfallen$vorkommen$",0
Silly,"albern$",0
Century,"das Jahrhundert$100 Läufe$",0
Drive,"fahren$fahren$treiben$schlagen$betreiben$",0
Plain,"einfach$klar$ehrlich$klar$unscheinbar$",0
Section,"der Teil$der Schnitt$",0
Represent,"vertreten$darstellen$schildern$",0
Still,"still$nicht schäumend$(immer) noch$dennoch$noch$",0
Activity,"Aktivität$Betätigung$",0
Rise,"steigen$hochsteigen$aufstehen$aufstehen$aufgehen$",0
Round,"rund$rundlich$",0
Hundred,"das Hundert$die Hundert$das Hundert$der Hunderter$hundert-…$",0
Discuss,"diskutieren$",0
Fat,"das Fett$das Fett$",0
Table,"der Tisch$die Tabelle$die Tischrunde$",0
Love,"die Liebe$die Liebe$die Liebe$null$",0
Tight,"fest, eng$straff$streng$dicht$…-dicht$",0
Death,"der Tod$der Tod$der Tod$",0
Pick,"auswählen$pflücken$hochheben$knacken$die Spitzhacke$",0
Dirty,"schmutzig$schmutzig$unflätig$stürmisch$beschmutzen$",0
Building,"das Bauwesen; Bau-…$das Gebäude$",0
Pleasant,"angenehm$",0
Sense,"der Sinn$das Gefühl$der Sinn$der Verstand$der Sinn$",0
Argue,"(sich) streiten$argumetieren, Gründe anführen$überreden$begründen$",0
Welcome,"willkommen$",0
Sort,"die Art$",0
Prove,"beweisen$sich erweisen als$",0
Deaf,"taub$taub$",0
Staff,"das Personal$das Notensystem$",0
Wear,"tragen$tragen$zeigen$abnutzen$reißen$",0
Team,"die Mannschaft$das Team$das Gespann$",0
Catch,"fangen$erreichen$ertappen$sich holen$einklemmen$",0
Blind,"blind$blind$unübersichtlich$Blinden-…$",0
Experience,"die Erfahrung$das Erlebnis$",0
Enjoy,"genießen$sich erfreuen$",0
Steady,"sicher$gleichmäßig$unveränderlich$solid$",0
Student,"der/die Studierende$der/die Schuler(in)$der/die Student(in)$",0
Eat,"essen$",0
Raw,"roh$Roh-…$wund$unerfahren$",0
Language,"die Sprache$die Sprache$die Fachsprache$",0
Introduce,"vorstellen$einführen, einbringen$einbringen$einführen$",0
Clever,"gescheit$geschickt$raffiniert$",0
Mrs,"Frau$",0
Enter,"eintreten$eintreten$anmelden$eintragen$anfangen$",0
Wise,"weise$klug$…-mäßig$…-artig$",0
Town,"die Stadt$die Stadt$die Stadt$",0
Present,"das Geschenk$überreichen$vorstellen$vorführen$vorbringen$",0
Strict,"streng$genau$",0
Plan,"der Plan$der Plan$der Plan$",0
Arrive,"ankommen$",0
Loud,"laut$schreiend$",0
Department,"die Abteilung$",0
Ensure,"sich (ver)sichern$",0
Gross,"grob$grob$feist$Gesamt-…$",0
Management,"diee Verwaltung, das Management$die Geschäftsleitung$",0
Bare,"bloß$leer$kahl$dünn$bloß$",0
Morning,"der Morgen$",0
Modest,"bescheiden$einfach$maßvoll$",0
Committee,"der Ausschuß$",0
Pull,"ziehen$ziehen$rudern$sich bewegen$",0
Acute,"akut$akut$scharfsinnig$scharf$schrill$",0
Product,"das Ergebnis$das Produkt$das Produkt$",0
Refer,"hinweisen$sich beziehen$verweisen$nachschlagen$",0
Curious,"seltsam$neugierig$",0
Practice,"die Praxis$die Gewohnheit$die Übung$die Praxis$",0
Sole,"einzig$alleinig$die Seezunge$die Seezunge$die Sohle$",0
Evidence,"der Beweis, die Beweismittel$das Anzeichen$",0
Relate,"berichten$sich beziehen auf$sich verhalten$",0
Urgent,"dringend$",0
Ground,"der (Erd)Boden$das Gebiet$",0
Affect,"sich auswirken auf$bewegen$",0
Sheer,"abweichen$rein$hauchdünn$senkrecht$",0
Letter,"der Buchstabe$der Brief$",0
Nasty,"ekelhaft$garstig$fies$garstig$unangenehm$",0
Meeting,"die Begegnung$die Versammlung$",0
Identify,"identifizieren$gleichsetzen$",0
Unhappy,"traurig$unglückselig$",0
Foot,"der Fuß$der Fuß$der Fuß (-0,31m)$",0
Manage,"verwalten$leiten$umgehen mit$zustande bringen$",0
Unfair,"unfair$",0
Boy,"der Knabe$der…-junge$",0
Thank,"danken$",0
Faint,"schwach$sich einer Ohnmacht nahe fühlen$",0
Back,"der Rücken$der Rücken$die Rückseite$der/die Verteidiger/-in$",0
Compare,"vergleichen$vergleichen$vergleichen$",0
Hungry,"hungrig$",0
Game,"das Spiel$das Spiel$das Spiel$das Wildbret$",0
Announce,"bekanntmachen$ankündigen$",0
Just,"genau$genau$gerade$gerade$gerade$",0
Food,"das Essen, das Futter$",0
Obtain,"erlangen$",0
Spare,"verschonen$erübrigen$verschonen$ersparen$sparen$",0
Union,"die Vereinigung$die Verbindung$die Union$",0
Note,"die Notiz$die Aufzeichnung$die Notiz$die Anmerkung$das Briefchen$",0
Neat,"nett$geschickt$unverdünnt$",0
Role,"die Rolle$die Rolle$",0
Forget,"vergessen$vergessen$sich vergessen$",0
Crazy,"verrückt$verrückt$",0
Event,"das Ereignis$die Programmnummer$",0
Indicate,"anzeigen$",0
Brave,"tapfer$",0
Land,"das Land$das Land$das Land$das Land$",0
Wonder,"die Verwunderung$das Wunder$das Wunder$",0
Damp,"feucht$",0
Art,"die Kunst$die Kunst$die Kunst$",0
Maintain,"beibehalten$instand halten$unterhalten$behaupten$",0
Secure,"sicher$fest$gesichert$",0
Publish,"veröffentlichen$bekanntgeben$",0
Steep,"steil$gepfeffert$einweichen$",0
Range,"die Bandbreite$die Reichweite$der Umfang$die Reihe$das Weideland$",0
Suffer,"leiden$erleiden$leiden$leiden$",0
Dull,"schwer von Begriff$trübe$langweilig$",0
Stage,"die Bühne$das Stadium$die Etappe$die Strecke$die Stufe$",0
Avoid,"ausweichen; vermeiden$",0
Lonely,"einsam$einsam$",0
Teacher,"der/die Lehrer(in)$",0
Express,"ausdrücken$ausdrücken$ausdrücken$mit Expreß schicken$",0
Mild,"sanft$mild$mild$mild$",0
Trade,"der Handel$das Gewerbe$",0
Suppose,"vermuten$annehmen$wie wäre es$",0
Casual,"flüchtig$ungezwungen$zufällig$gelegentlich$",0
Voice,"die Stimme$die Stimme$",0
Finish,"(be)enden$aufbrauchen, -essen, austrinken$",0
Harsh,"hart$rauh, grell$",0
Arm,"der Arm$die Arm (lehne,…)$bewaffnen$sich rüsten$",0
Determine,"bestimmen$feststellen$",0
Fierce,"wild$heftig$",0
Club,"die Keule$der Schläger$der Verein$der Club$das Kreuz, die Eichel$",0
Design,"entwerfen$",0
Handsome,"hübsch$beträchtlich$",0
Field,"das Feld$das Feld$das Feld$das Gebiet$das (blick)Feld$",0
Listen,"zuhören$hören$",0
Mature,"reif$reif$",0
History,"die Geschichte, Geschichts-…$die Geschichte$die Vergangenheit$",0
Save,"retten$sparen$ersparen$abwehren$erlösen$",0
Gay,"schwul$fröhlich$bunt$",0
Parent,"der Elternteil$der Elternteil$",0
Tend,"neigen zu$streben$sich kümmern um, hüten$",0
Boring,"langweilig$",0
Account,"die Rechnung$Geschaftsbücher$das Konto$Kundenkonto$der Bericht$",0
